编号,位置,区,房型,所处楼层级别,总楼层数,建造年份,面积,朝向,关注数,是否有VR房源,是否近地铁,单位价格,挂牌年,挂牌月,挂牌日,总价,纬度,经度
10029,成华区香木林路106号,2,2|2,2,6,2009,84.0,4,75,1,0,13333.3,2019,7,23,112.0,30.68406125312984,104.11854448704626
10030,成华区青龙路290号,2,3|2,3,7,2008,87.33,5,21,1,0,10649.3,2019,6,10,93.0,30.70943777088115,104.11688453793845
10031,成华区金马河路8号,2,4|2,1,31,2011,146.65,5,47,1,1,18070.2,2019,10,30,265.0,30.638583116120333,104.1546906532755
10032,成华区荆竹东路288号,2,1|1,1,17,2008,59.8,3,44,1,1,13377.9,2019,2,21,80.0,30.720522135710894,104.12276591299371
10033,成华区双成三路18号,2,3|2,1,32,2010,83.39,7,79,1,0,23983.7,2019,5,3,200.0,30.649925442185026,104.12309380618284
10034,成华区云龙南路66号,2,2|1,2,15,2014,79.53,4,18,1,1,15088.6,2019,12,27,120.0,30.706282489509764,104.11525140774164
10035,成华区万科路东段荣盛紫提东郡,2,2|1,3,31,2015,68.5,5,14,1,0,18978.1,2019,10,26,130.0,30.631300575369302,104.16570841976214
10036,成华区二环路东一段内侧,2,2|1,1,40,2017,76.93,2,9,1,0,23397.9,2019,11,8,180.0,30.68589573740117,104.11094196671864
10037,成华区五桂路6号,2,3|1,1,29,2012,100.64,1,99,1,1,17388.7,2019,3,13,175.0,30.643438079702555,104.13659478733652
10038,成华区建设南路160号,2,3|2,3,33,2009,90.17,4,50,1,0,17189.8,2019,12,5,155.0,30.677520421243038,104.13242856675421
10039,成华区建材路37号,2,2|1,2,30,2014,74.0,4,148,1,1,15675.7,2019,8,19,116.0,30.650015344039197,104.14298164249549
10040,成华区崔家店路237附1号,2,2|1,1,34,2011,85.5,2,12,1,1,13450.3,2019,10,11,115.0,30.665947386204962,104.13756491955844
10041,成华区荆翠中路300号,2,1|1,2,18,2011,51.35,5,73,1,1,14605.6,2019,3,6,75.0,30.722090253126424,104.1134157033642
10042,成华区龙潭寺华康路8号,2,2|1,3,33,-1,65.5,8,43,1,0,13740.5,2018,5,19,90.0,30.70527868452271,104.17302629851437
10043,成华区祥和里118号,2,3|2,2,7,1995,104.0,2,40,1,1,12980.8,2019,12,25,135.0,30.663361168777215,104.102402710473
10044,成华区双林北横路新华社区,2,2|1,2,7,1997,54.12,6,9,1,0,12934.2,2020,3,6,70.0,30.66410483740968,104.11424296997616
10045,成华区双桥路242号,2,4|2,3,6,1995,166.33,4,77,1,1,11423.1,2019,7,16,190.0,30.658121948232765,104.10770651011929
10046,成华区培华东路8号,2,2|1,3,7,1995,60.56,3,93,1,0,12384.4,2019,8,10,75.0,30.673391965070802,104.11283958680336
10047,成华区二环路东二段428,2,3|1,3,33,2009,117.0,5,51,1,0,18803.4,2019,11,17,220.0,30.67331440231543,104.11719273577928
10048,成华区欣然一街6号,2,3|2,2,27,2008,128.71,4,11,1,1,20200.5,2019,5,4,260.0,30.689808944709643,104.11111018340843
10049,成华区万科北街2号,2,3|2,2,11,2011,140.85,5,51,1,1,18317.4,2019,5,3,258.0,30.634353351267123,104.15723066151173
10050,成华区二环路东三段19号,2,2|1,3,7,1996,70.23,5,25,1,0,11319.9,2019,12,10,79.5,30.663605983793488,104.1212482905126
10051,成华区荆翠西路39号,2,1|1,1,6,1999,47.0,3,37,1,1,11914.9,2019,4,20,56.0,30.720978595284173,104.10896674830904
10052,-1,2,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
10053,成华区师友路3号,2,2|2,3,7,2000,53.88,3,82,1,1,11135.9,2019,1,4,60.0,30.692202733861727,104.11809980246288
10054,成华区青龙场仁义村3号,2,2|1,1,7,2000,59.12,5,11,1,1,10487.1,2019,11,9,62.0,30.70359864251069,104.11365422054492
10055,成华区将军碑东二路88号,2,3|1,2,24,2017,101.7,6,99,1,1,13274.3,2018,9,27,135.0,30.69433924183778,104.14616007915261
10056,成华区五桂路6号,2,1|1,3,27,2012,56.04,7,85,1,1,17666.0,2019,11,23,99.0,30.643438079702555,104.13659478733652
10057,高新区世纪城路418号,9,5|1,3,49,2017,381.43,5,17,1,0,23071.1,2019,11,29,880.0,30.746126110373726,103.93541378871336
10058,高新区天府一街1339号,9,4|2,2,21,2016,111.57,1,43,1,1,29577.8,2019,11,29,330.0,30.746126110373726,103.93541378871336
10059,高新区德赛二街88号,9,3|2,1,31,2012,129.98,7,18,1,1,30389.3,2019,11,29,395.0,30.746126110373726,103.93541378871336
10060,高新区梓州大道4111号,9,4|1,3,28,2013,118.0,5,34,1,0,17627.1,2019,11,28,208.0,30.746126110373726,103.93541378871336
10061,高新区荣华北路299号,9,2|2,2,26,2012,90.85,1,32,1,1,22894.9,2019,11,28,208.0,30.746126110373726,103.93541378871336
10062,高新区泰和二街333号,9,4|1,2,18,2009,86.7,5,71,1,0,22491.3,2019,11,28,195.0,30.746126110373726,103.93541378871336
10063,高新区公济桥路117号,9,2|1,3,32,2011,85.8,5,2,1,0,16899.8,2019,11,28,145.0,30.746126110373726,103.93541378871336
10064,高新区锦城大道与天府大道交汇处科华南路1366号,9,4|2,1,43,2018,179.0,3,54,1,1,36312.8,2019,11,28,650.0,30.746126110373726,103.93541378871336
10065,高新区盛和二路168号,9,2|1,3,23,2015,86.23,3,2,1,0,30151.9,2019,11,28,260.0,30.746126110373726,103.93541378871336
10066,高新区新义西街96号,9,2|2,2,14,2015,63.12,4,34,1,0,19803.5,2019,11,28,125.0,30.746126110373726,103.93541378871336
10067,高新区瓦窑街198号,9,3|2,2,7,2002,92.8,5,44,1,1,19935.3,2019,11,27,185.0,30.746126110373726,103.93541378871336
10068,高新区创瑞街3号,9,3|2,3,18,2011,123.39,4,29,1,1,26501.3,2019,11,26,327.0,30.746126110373726,103.93541378871336
10069,高新区盛安街18号,9,3|2,2,31,2014,135.0,-1,39,1,1,33333.3,2019,11,26,450.0,30.746126110373726,103.93541378871336
10070,高新区交子大道199号,9,4|3,2,23,2012,239.88,-1,9,1,0,50025.0,2019,11,26,1200.0,30.746126110373726,103.93541378871336
10071,高新区神仙树南路9号,9,2|1,1,19,2006,75.96,5,19,1,1,15139.5,2019,11,26,115.0,30.746126110373726,103.93541378871336
10072,高新区新乐中街280号,9,2|1,1,16,2011,89.89,4,13,1,0,17243.3,2019,11,27,155.0,30.746126110373726,103.93541378871336
10073,高新区天华路9号,9,3|1,3,33,2012,86.9,5,10,1,1,22784.8,2019,11,27,198.0,30.746126110373726,103.93541378871336
10074,高新区中胜路66号,9,3|2,1,34,2012,122.27,3,50,1,0,18647.3,2019,11,27,228.0,30.746126110373726,103.93541378871336
10075,高新区成汉南路366号,9,3|2,1,30,2013,134.5,5,55,1,0,35687.7,2019,11,27,480.0,30.746126110373726,103.93541378871336
10076,高新区桂溪路223号,9,4|2,1,28,2010,153.8,-1,23,1,0,25877.8,2019,11,27,398.0,30.746126110373726,103.93541378871336
10077,高新区府滨中路415号,9,3|2,2,32,2009,137.05,5,9,1,0,17876.7,2019,11,27,245.0,30.746126110373726,103.93541378871336
10078,高新区老成仁公路8号,9,3|2,2,32,2008,142.67,6,15,1,1,17172.5,2019,11,27,245.0,30.746126110373726,103.93541378871336
10079,高新区天府大道南段1299号,9,3|2,2,18,2007,100.83,-1,12,1,0,16860.1,2019,11,27,170.0,30.746126110373726,103.93541378871336
10080,高新区雍翠路211号,9,2|2,2,16,2009,92.31,5,44,1,0,20799.5,2019,11,27,192.0,30.746126110373726,103.93541378871336
10081,高新区南华路与天府二街交汇处,9,3|2,2,26,2017,110.3,5,6,1,0,30643.7,2019,11,27,338.0,30.746126110373726,103.93541378871336
10082,高新区学苑路206号,9,3|1,3,6,2006,107.2,4,0,1,0,14459.0,2019,11,28,155.0,30.746126110373726,103.93541378871336
10083,高新区天府大道南段会龙大道内,9,3|2,2,39,2018,90.79,5,32,1,0,19826.0,2019,11,28,180.0,30.746126110373726,103.93541378871336
10084,高新区天府大道南段锦龙街99号,9,1|1,1,33,2017,50.29,7,3,1,1,22867.4,2019,11,28,115.0,30.746126110373726,103.93541378871336
10085,高新区南华路1616号,9,2|1,3,28,2012,66.07,-1,40,1,1,30270.9,2019,11,28,200.0,30.746126110373726,103.93541378871336
10086,高新区新乐中街277号,9,2|1,2,22,2011,73.5,5,13,1,0,19727.9,2019,11,28,145.0,30.746126110373726,103.93541378871336
10087,高新区交子大道333号,9,1|0,2,32,2017,39.44,5,0,0,1,20284.0,2019,11,28,80.0,30.746126110373726,103.93541378871336
10088,高新区紫荆西路6号,9,3|1,3,17,2006,140.93,3,9,1,1,25686.5,2019,11,28,362.0,30.746126110373726,103.93541378871336
10089,高新区天府大道1号,9,3|2,2,22,2008,147.25,2,11,1,1,14023.8,2019,11,28,206.5,30.746126110373726,103.93541378871336
10090,高新区和盛西街88号,9,3|2,1,18,2014,89.76,5,170,1,1,21390.4,2019,11,28,192.0,30.746126110373726,103.93541378871336
10091,-1,9,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
10092,高新区南华路与天府二街交汇处,9,3|2,2,29,2017,97.0,5,28,1,0,28350.5,2019,11,28,275.0,30.746126110373726,103.93541378871336
10093,高新区天府大道中段177号,9,1|1,2,31,2007,61.11,5,31,1,1,16691.2,2019,11,28,102.0,30.746126110373726,103.93541378871336
10094,高新区蓓蕾中巷1号,9,2|1,3,6,1998,51.0,5,33,1,0,13333.3,2019,11,28,68.0,30.746126110373726,103.93541378871336
10095,高新区红星路南延线与应龙路交叉口,9,3|1,3,31,2018,113.0,1,50,1,0,20354.0,2019,11,27,230.0,30.746126110373726,103.93541378871336
10096,高新区锦晖西二街288号,9,3|2,1,31,2014,136.55,2,48,1,0,33321.1,2019,11,27,455.0,30.746126110373726,103.93541378871336
10097,高新区梓州大道4111号,9,1|1,1,18,2013,55.1,1,115,1,0,17241.4,2019,11,27,95.0,30.746126110373726,103.93541378871336
10098,高新区万象南路199号,9,2|1,2,26,2015,89.0,3,16,1,1,41011.2,2019,11,27,365.0,30.746126110373726,103.93541378871336
10099,高新区高新区环岛路1200号,9,4|2,2,30,2017,204.0,4,14,1,0,36764.7,2019,11,27,750.0,30.746126110373726,103.93541378871336
10100,高新区高升桥东路11号,9,3|1,2,7,1999,76.6,8,1,1,1,13707.6,2019,11,27,105.0,30.746126110373726,103.93541378871336
10101,高新区创业路53号,9,2|1,2,13,2005,88.6,4,9,1,1,19751.7,2019,11,27,175.0,30.746126110373726,103.93541378871336
10102,成华区荆竹中路199号,2,2|1,2,16,2013,77.31,1,27,1,1,17074.1,2019,10,7,132.0,30.718418894606643,104.1140280701456
10103,成华区花径路137号,2,2|1,3,7,1998,68.0,3,3,1,0,10147.1,2019,12,31,69.0,30.714800559930573,104.07847091026302
10104,成华区荆竹西路258号,2,2|1,3,6,1999,74.46,8,22,1,1,13430.0,2019,3,10,100.0,30.72032099328675,104.10323560676558
10105,成华区府青路三段22号,2,3|2,1,27,2013,90.86,3,8,1,1,16508.9,2020,3,14,150.0,30.690622820388604,104.10811314068464
10106,成华区双福一路58号,2,4|2,3,43,2019,137.0,3,12,1,0,25000.0,2019,11,20,342.5,30.648410658669054,104.12332792346315
10107,成华区二环路北四段2号,2,3|2,1,18,2007,90.52,2,57,1,1,18769.3,2019,6,14,169.9,30.632005578853878,104.05164022157908
10108,成华区西林路170号,2,3|2,1,18,2009,102.5,1,9,1,1,14048.8,2020,1,3,144.0,30.70454173137209,104.10728182091822
10109,成华区华龙路66号,2,2|2,3,33,2008,86.48,5,56,1,1,12951.0,2019,11,7,112.0,30.636503209202925,104.15295927989656
10110,成华区万兴街16号,2,3|1,3,18,2008,103.94,3,69,1,0,26938.6,2019,11,25,280.0,30.660111665577283,104.13158926913654
10111,成华区建材路18号,2,3|2,2,34,2012,93.52,5,28,1,1,17322.5,2019,6,15,162.0,30.650335915521477,104.14682421887377
10112,成华区万年场双成三路17号,2,5|3,3,5,2012,163.08,5,26,1,0,67451.6,2019,8,12,1100.0,30.651464636043944,104.12339203193415
10113,成华区祥和里2号,2,2|1,1,7,1994,51.98,8,16,1,1,12697.2,2019,11,19,66.0,30.66202913368639,104.1055354808712
10114,成华区天祥街111号,2,2|2,2,7,2000,121.03,5,16,1,1,13385.1,2019,11,27,162.0,30.665344906520804,104.1001029423674
10115,成华区青龙场致力西路,2,2|1,3,18,2015,77.14,6,4,1,0,15037.6,2020,2,24,116.0,30.70761475935667,104.11206278250343
10116,成华区二环路东一段,2,3|2,3,6,2007,109.69,4,29,1,0,17503.9,2019,9,28,192.0,30.632005578853878,104.05164022157908
10117,成华区致顺南一街19号,2,2|1,2,11,2008,78.24,7,52,1,1,12014.3,2019,4,17,94.0,30.70406269905252,104.11348874009371
10118,成华区东荆路988号,2,2|1,3,17,2013,46.0,4,21,0,0,10434.8,2019,7,9,48.0,30.721679652146026,104.12255756270865
10119,成华区建业路219号,2,3|2,1,34,2011,86.33,5,21,1,0,24672.8,2019,11,9,213.0,30.68098164520573,104.11764921241907
10120,成华区建材路8号,2,3|1,3,30,2015,86.18,6,42,1,1,19726.2,2019,7,19,170.0,30.645460459144488,104.14744561452385
10121,成华区猛追湾东街6号,2,2|1,2,7,2004,74.3,4,84,1,0,11440.1,2019,9,14,85.0,30.6705986234335,104.10526569367573
10122,成华区羊子山西路69号,2,2|2,1,18,2009,79.0,3,59,1,1,12911.4,2019,3,23,102.0,30.712224937794172,104.10290091160714
10123,成华区建兴路16号,2,2|1,3,18,2007,86.15,5,16,1,0,17759.7,2019,12,4,153.0,30.67741553150077,104.1231882782784
10124,成华区龙厢街299号,2,3|1,2,38,2016,65.21,5,81,1,0,16561.9,2019,4,5,108.0,30.71550374269893,104.1278455665508
10125,成华区荆翠中路88号,2,3|1,1,18,2008,81.9,8,76,1,0,14041.5,2019,6,9,115.0,30.72142616632424,104.11910568904072
10126,成华区国光路133号,2,3|1,2,6,2002,91.37,1,49,1,0,15650.7,2019,9,8,143.0,30.676977756819486,104.11366110785325
10127,成华区云龙路100号,2,2|2,3,7,2002,89.36,5,17,1,1,10183.5,2019,8,14,91.0,30.706837349362694,104.11418885156071
10128,-1,2,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
10129,成华区羊子山路68号,2,3|2,1,22,2008,89.23,5,32,1,1,14154.4,2019,3,6,126.3,30.708783087508987,104.10256818463608
10130,成华区建业路219号,2,3|2,3,34,2011,101.22,1,98,1,0,23315.6,2019,8,12,236.0,30.68098164520573,104.11764921241907
10131,成华区猛追湾街28号,2,5|2,1,4,2000,252.0,6,28,1,0,11111.1,2020,1,3,280.0,30.67133970127487,104.10361529355549
10132,成华区双建路166号,2,2|2,1,6,2002,83.39,4,88,1,1,13910.5,2019,7,10,116.0,30.68807029473766,104.11939436221128
10133,成华区荆翠中路300号,2,2|1,2,18,2011,72.23,5,40,1,1,14536.9,2019,12,4,105.0,30.722090253126424,104.1134157033642
10134,成华区建设南支路,2,1|0,1,44,2019,37.1,4,4,0,0,15094.3,2019,12,28,56.0,30.65618061723919,104.11994972521994
10135,成华区建设北路三段26号,2,2|1,2,31,2012,63.0,6,60,1,1,15714.3,2018,8,18,99.0,30.680003888648773,104.11158570861656
10136,成华区槐树店路40号,2,3|1,3,6,2003,123.5,3,39,1,1,11336.0,2019,7,31,140.0,30.659087602525865,104.1494581629172
10137,成华区荆竹坝路91号,2,1|1,2,6,2009,43.57,4,14,0,1,6196.9,2019,10,3,27.0,30.71794924731591,104.10086046274294
10138,-1,2,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
10139,成华区羊子山路68号,2,1|0,1,20,2008,45.96,6,38,0,1,6875.5,2019,4,24,31.6,30.708783087508987,104.10256818463608
10140,成华区荆竹东路与东荆路首创花与城一期,2,2|2,3,25,2016,62.49,3,44,1,1,18402.9,2018,12,28,115.0,30.71730383773596,104.12178298710472
10141,成华区二仙桥东三路1号,2,2|1,3,5,1998,55.5,3,30,1,0,10991.0,2019,12,12,61.0,30.682089757273218,104.15195695150685
10142,成华区华彩路16号,2,1|1,2,18,-1,50.68,3,35,1,0,9865.8,2019,8,6,50.0,30.70089421071755,104.1815166168724
10143,成华区二仙桥北二路8号,2,3|2,2,31,2009,99.07,2,112,1,1,14333.3,2019,5,18,142.0,30.68742987266695,104.138622387737
10144,成华区二仙桥东三路1号,2,3|1,3,5,1999,70.0,5,33,1,0,9285.7,2019,5,23,65.0,30.682089757273218,104.15195695150685
10145,成华区万年场横街21号,2,2|1,3,7,1993,63.89,4,36,1,1,10956.3,2019,5,11,70.0,30.658245039519386,104.12005874986477
10146,成华区欣然二街66号,2,3|2,1,27,2009,129.0,4,70,1,1,18217.1,2019,4,24,235.0,30.69272904415821,104.11167687045635
10147,成华区龙潭寺南兴路109号,2,1|1,2,11,2010,60.08,5,18,1,0,8821.6,2019,2,27,53.0,30.712924830137464,104.17571742958486
10148,成华区二仙桥北路28号,2,2|1,1,23,2013,71.58,6,109,1,0,15088.0,2019,7,20,108.0,30.69042669942571,104.13728772583404
10149,成华区二仙桥北路28号,2,2|1,3,28,2013,82.3,5,56,1,0,17010.9,2019,10,6,140.0,30.69042669942571,104.13728772583404
10150,成华区二环路东一段蓝光coco时代,2,3|1,1,33,2014,88.77,6,3,1,0,21966.9,2020,1,18,195.0,30.686872308919906,104.1105628817934
10151,成华区升仙湖北路68号,2,3|2,3,18,2011,89.0,5,74,1,1,15280.9,2019,3,12,136.0,-1.0,-1.0
10152,成华区双林中横路4号,2,2|1,2,18,2010,79.23,4,1,1,1,18806.0,2020,1,17,149.0,30.65760705480979,104.11550100192758
10153,成华区成华大道三段,2,2|1,2,24,-1,70.79,6,30,1,0,16951.5,2019,12,1,120.0,30.083248404397693,120.06725070133574
10154,成华区二仙桥东三路1号,2,3|1,3,4,1998,69.79,4,209,1,0,10316.7,2019,4,24,72.0,30.682089757273218,104.15195695150685
10155,成华区怡福路51号,2,2|1,3,7,1996,69.46,6,12,1,0,10365.7,2019,3,19,72.0,30.69027324858036,104.11516446614115
10156,成华区槐树店路40号,2,2|1,3,6,2003,62.84,1,96,1,1,12889.9,2018,5,28,81.0,30.659087602525865,104.1494581629172
10157,成华区东中环二仙桥北一路,2,2|1,3,29,-1,60.22,4,10,1,1,19096.6,2019,11,28,115.0,30.69149819372224,104.13275048890658
10158,成华区府青路一段19号,2,1|1,2,18,2010,60.93,4,59,1,1,16084.0,2019,9,15,98.0,30.6812671744626,104.10132964860912
10159,成华区二仙桥东三路1号,2,3|2,2,5,-1,69.79,3,40,1,0,12609.3,2019,1,29,88.0,30.682089757273218,104.15195695150685
10160,成华区长融东二路60号,2,2|2,1,26,2011,72.61,4,82,1,0,12257.3,2018,12,21,89.0,30.66176429792161,104.156007862899
10161,成华区人民塘北一路蓝光乐彩城,2,3|1,2,27,-1,65.32,3,30,1,0,18340.5,2020,1,11,119.8,30.69648911874491,104.14505161506857
10162,成华区华彩路16号,2,2|1,1,18,2008,85.95,-1,18,1,0,9726.6,2018,7,14,83.6,30.70089421071755,104.1815166168724
10163,成华区和美东路221 号,2,3|1,3,25,2015,92.63,8,81,1,0,19756.0,2019,9,4,183.0,30.632719893266387,104.16628397128885
10164,成华区荆竹中路,2,1|1,1,16,2015,45.85,4,27,0,1,10468.9,2019,6,22,48.0,30.71835878137567,104.1177474744656
10165,成华区双庆路47号,2,2|1,3,7,1999,59.46,6,77,1,1,11772.6,2019,6,5,70.0,30.657169201044077,104.1287379989394
10166,成华区槐树店路40号,2,4|2,3,6,2004,125.62,4,29,1,1,13373.7,2019,4,9,168.0,30.659087602525865,104.1494581629172
10167,成华区五桂路6号,2,1|1,3,27,2012,41.79,5,18,1,1,18904.0,2020,2,25,79.0,30.643438079702555,104.13659478733652
10168,成华区龙翔二路28号,2,2|2,3,28,-1,76.0,6,10,1,0,13026.3,2019,3,29,99.0,30.665589283983017,104.10859155035178
10169,成华区东丽街138号,2,2|1,1,20,2012,67.74,2,14,1,0,15500.4,2019,7,7,105.0,30.716354199842982,104.11698262212047
10170,成华区槐柳一路88号,2,3|1,2,33,2015,89.85,7,131,1,1,19476.9,2018,12,9,175.0,30.665589283983017,104.10859155035178
10171,成华区金马河路8号,2,2|1,1,32,2011,74.17,6,56,1,1,18201.4,2019,4,23,135.0,30.638583116120333,104.1546906532755
10172,成华区二仙桥东三路1号,2,3|1,1,2,1998,69.79,3,32,1,0,9313.7,2019,3,19,65.0,30.682089757273218,104.15195695150685
10173,成华区欣然二街66号,2,2|2,1,27,2009,90.0,-1,61,1,1,16200.0,2019,5,31,145.8,30.69272904415821,104.11167687045635
10174,成华区青龙场致顺路555号,2,2|1,3,18,2012,83.51,5,39,1,0,14968.3,2019,12,4,125.0,30.705218864829227,104.1209193561874
10175,成华区建设路29号,2,2|1,1,3,2000,67.28,2,19,1,0,11890.6,2019,12,12,80.0,30.674520449288195,104.11014185498397
10176,成华区双成二路39号,2,3|1,2,32,2009,89.04,8,47,1,1,21114.1,2019,6,25,188.0,30.655281875161673,104.12730200009013
10177,成华区双林北支路,2,2|2,3,37,2017,66.13,4,68,1,0,21170.4,2019,7,28,140.0,30.66288243291985,104.11415026484751
10178,成华区邛崃山路68号,2,2|2,2,18,2008,84.43,8,22,1,1,12791.7,2020,1,5,108.0,30.637334023453537,104.1550531267352
10179,成华区建业路219号,2,3|2,3,34,2011,94.55,-1,54,1,0,25383.4,2018,9,13,240.0,30.68098164520573,104.11764921241907
10180,成华区龙翔二路28号,2,2|1,3,28,-1,66.27,3,10,1,0,13279.0,2020,2,15,88.0,30.665589283983017,104.10859155035178
10181,成华区积步街13号,2,2|1,3,6,2009,98.8,5,44,1,0,12348.2,2019,7,9,122.0,30.658261227664727,104.12622476380055
10182,成华区成华区御风二路19号,2,4|2,1,44,2018,169.29,4,22,1,0,25990.9,2020,1,11,440.0,30.646085594122614,104.13611805660237
10183,成华区青龙场致顺路555号,2,3|1,3,18,2012,105.16,5,8,1,0,16736.4,2019,11,27,176.0,30.705218864829227,104.1209193561874
10184,成华区东昌路66号,2,3|1,1,18,2014,86.07,3,8,1,1,16730.6,2020,1,9,144.0,30.720590513178863,104.11479515837313
10185,成华区双庆路99号,2,2|1,3,32,2008,62.87,7,54,1,1,17496.4,2019,8,17,110.0,30.658616417506185,104.12252768237249
10186,成华区荆翠中路300号,2,1|1,1,18,2011,51.35,5,17,1,1,14800.4,2019,11,23,76.0,30.722090253126424,104.1134157033642
10187,成华区洪山路68,2,3|2,1,17,2014,111.31,3,24,1,1,12308.0,2018,11,16,137.0,30.712338740724483,104.09897266383236
10188,成华区双庆路47号,2,2|2,3,7,1999,63.73,4,84,1,0,12239.1,2018,7,2,78.0,30.657169201044077,104.1287379989394
10189,成华区东篱路179号,2,2|2,3,7,2002,104.03,5,53,1,1,13938.3,2018,12,9,145.0,30.661452639638128,104.12229191670157
10190,成华区建材路8号,2,2|1,1,30,2015,65.12,3,30,1,1,19963.1,2020,2,22,130.0,30.645460459144488,104.14744561452385
10191,成华区怡福路216,2,3|1,3,6,2000,96.3,3,1,1,0,13914.8,2019,12,5,134.0,30.69117937377936,104.11441773800804
10192,成华区建材路8号,2,1|1,1,32,2015,50.06,7,27,1,1,18178.2,2018,9,3,91.0,30.645460459144488,104.14744561452385
10193,成华区荆竹南路266号,2,3|2,1,18,2008,100.42,5,34,1,1,14090.8,2018,11,8,141.5,30.714445796589818,104.10017834253868
10194,成华区二仙桥南一路6号,2,2|2,3,32,2009,88.07,2,19,1,1,15669.4,2018,4,4,138.0,30.684811931649985,104.12523625314616
10195,成华区建材路66号,2,3|2,3,32,2009,94.0,5,11,1,1,19680.9,2019,11,14,185.0,30.648730627509977,104.14704279906198
10196,成华区二环路东一段14号,2,2|1,1,7,2000,52.7,4,18,1,0,13282.7,2019,10,14,70.0,30.68589573740117,104.11094196671864
10197,成华区和美东路8号,2,2|1,1,33,2008,65.58,1,83,1,0,19518.1,2019,1,9,128.0,30.635773472224216,104.16146940589113
10198,成华区龙翔二路28号,2,2|1,2,28,-1,75.01,5,61,1,0,13331.6,2019,10,15,100.0,30.665589283983017,104.10859155035178
10199,成华区杉板桥南一路163号,2,2|1,1,33,2008,66.93,7,50,1,0,17929.2,2019,12,1,120.0,30.684811931649985,104.12523625314616
10200,成华区西林街1号,2,2|1,1,23,2011,74.18,7,113,1,1,12806.7,2018,3,10,95.0,30.70384768982579,104.10213868500904
10201,-1,2,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
10202,成华区龙潭寺南路103号,2,3|2,3,33,-1,91.76,4,49,1,0,12532.7,2019,10,25,115.0,30.70690548691256,104.17650762402671
10203,成华区双成二路39号,2,3|1,1,32,2009,124.86,5,163,1,1,20823.3,2018,4,4,260.0,30.655281875161673,104.12730200009013
10204,成华区安宁河路4599号,2,3|1,2,28,2015,74.0,-1,93,1,1,21621.6,2019,8,20,160.0,30.665589283983017,104.10859155035178
10205,成华区桃蹊路108号,2,3|1,2,7,2001,104.5,4,58,1,0,13301.4,2018,12,23,139.0,30.687474978229485,104.11536501913443
