编号,位置,区,房型,所处楼层级别,总楼层数,建造年份,面积,朝向,关注数,是否有VR房源,是否近地铁,单位价格,挂牌年,挂牌月,挂牌日,总价,纬度,经度
1662,青羊区人民中路三段4号,8,1|1,1,17,2005,53.0,3,80,1,1,13018.9,2019,9,8,69.0,30.671139335112038,104.07206411451835
1663,青羊区贝双街1号,8,3|1,2,8,2000,96.91,4,21,1,0,16097.4,2019,5,24,156.0,30.673692469806443,104.00664787775557
1664,青羊区锦翠南路4号,8,7|3,3,6,2002,252.0,7,39,1,1,20634.9,2019,2,28,520.0,30.683543601819373,104.02386996102665
1665,青羊区贝森路289号,8,4|2,3,11,2005,233.48,-1,8,1,0,22271.7,2019,12,24,520.0,30.67578672966429,104.00401655227269
1666,青羊区瑞星路99号,8,4|2,1,13,2008,190.47,3,61,1,0,19845.6,2018,8,5,378.0,30.67191655538282,104.0014792632072
1667,青羊区罗家碾街158号,8,2|1,3,5,2000,82.54,5,8,1,1,13326.9,2020,1,7,110.0,30.679981591000892,104.02966948248384
1668,青羊区光华大道一段西非物质文化遗产博览园对面,8,3|2,3,15,-1,96.92,3,32,1,1,19294.3,2019,7,29,187.0,30.673690482004485,103.9924998255837
1669,青羊区金福南路55号,8,3|1,1,23,2008,89.0,6,18,1,0,18539.3,2019,7,12,165.0,30.681898676202326,103.99427026716755
1670,青羊区正府街77号,8,2|1,2,41,2016,61.86,4,39,1,1,28238.0,2019,11,4,174.68,30.675358487862802,104.07555836754531
1671,青羊区北东街1号,8,2|1,2,14,2005,55.43,3,40,1,1,14432.6,2019,12,13,80.0,30.67767665614064,104.0840542329399
1672,青羊区大庆路93号,8,3|2,2,7,1980,125.25,1,7,1,1,11417.2,2019,10,25,143.0,30.67688387050431,104.03879200041237
1673,青羊区培风路271号,8,3|1,1,18,2012,86.69,1,23,1,0,14996.0,2019,9,18,130.0,30.6732424117985,103.98263265370949
1674,锦江区东大路与静康路交汇处华宇广场,7,1|1,1,17,2017,49.0,4,0,0,1,16734.7,2019,11,27,82.0,30.628964918992878,104.12841499702377
1675,锦江区牡丹街595号,7,1|0,1,35,2011,40.6,4,2,0,0,7389.2,2019,11,14,30.0,30.60427339829133,104.14883024736574
1676,锦江区莲花中路1号,7,1|1,3,7,2002,48.0,4,3,1,0,15625.0,2019,10,10,75.0,30.64261382919437,104.10582391868573
1677,锦江区牛沙后街88号,7,2|1,2,32,2012,65.99,5,29,1,0,25003.8,2019,6,11,165.0,30.632215400677442,104.10978045769423
1678,锦江区牡丹街39号,7,1|1,1,37,2015,38.0,3,1,0,0,10526.3,2019,3,11,40.0,30.59735730552731,104.16108897350763
1679,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1680,锦江区牡丹街39号,7,2|1,2,20,2015,60.0,4,6,0,0,12166.7,2019,10,25,73.0,30.59735730552731,104.16108897350763
1681,锦江区喜树街618号,7,2|1,1,34,2011,47.2,8,4,1,0,20127.1,2018,6,24,95.0,30.603596223801322,104.15392407348888
1682,锦江区茶花街488号,7,2|1,2,34,2012,78.0,4,1,1,0,17692.3,2019,7,16,138.0,30.605367478742878,104.15033808999478
1683,锦江区牛沙北路171号,7,2|1,2,33,2009,87.1,4,4,1,1,27554.5,2019,6,18,240.0,30.633885904305068,104.1188088152392
1684,锦江区青和里南段33号,7,1|1,2,41,2014,49.51,4,4,0,1,14542.5,2018,6,17,72.0,30.648716070880337,104.09632387798528
1685,锦江区牡丹街595号,7,1|0,2,35,2011,40.66,4,2,0,0,8608.0,2019,8,14,35.0,30.60427339829133,104.14883024736574
1686,锦江区牡丹街39号,7,1|1,3,37,2015,36.0,4,1,0,0,10555.6,2018,10,13,38.0,30.59735730552731,104.16108897350763
1687,锦江区牛沙北路171号,7,3|2,2,33,2009,104.8,2,12,1,1,27003.8,2019,11,10,283.0,30.633885904305068,104.1188088152392
1688,锦江区玉沙路98号附1号,7,2|1,3,7,1990,67.06,3,1,1,1,14166.4,2019,12,28,95.0,30.67160558036187,104.0884780408306
1689,锦江区红豆树街77号,7,2|1,3,32,-1,73.71,-1,3,1,0,17636.7,2019,11,13,130.0,30.608595411625174,104.14172824400384
1690,锦江区国槐街1199号,7,3|2,3,6,2011,107.5,4,0,1,0,16744.2,2020,3,7,180.0,30.61987256062358,104.14074242018124
1691,锦江区下东大街216号,7,1|1,2,42,2010,46.89,5,2,1,0,26658.1,2017,10,19,125.0,30.65589403015171,104.08870845619393
1692,锦江区锦江大道388号,7,1|1,2,20,2017,50.72,3,5,0,0,15970.0,2019,8,14,81.0,30.608853538911386,104.15204666797302
1693,锦江区牡丹街595号,7,1|0,3,35,2011,41.0,4,0,0,0,7317.1,2020,3,13,30.0,30.60427339829133,104.14883024736574
1694,锦江区牡丹街39号,7,1|1,2,37,2015,36.0,4,0,0,0,15000.0,2019,10,24,54.0,30.59735730552731,104.16108897350763
1695,锦江区牡丹街39号,7,1|1,1,37,2015,38.17,4,1,0,0,10518.7,2019,11,25,40.15,30.59735730552731,104.16108897350763
1696,锦江区锦江大道388号,7,1|1,1,22,2017,47.73,4,0,0,0,11104.1,2019,10,19,53.0,30.608853538911386,104.15204666797302
1697,锦江区东四横街8号,7,2|1,2,18,2008,64.32,4,51,0,1,15547.3,2018,5,3,100.0,30.64507167182149,104.1071397988171
1698,锦江区茶花街与杨树街交汇,7,1|1,1,25,2019,73.55,1,0,0,0,17675.1,2019,11,26,130.0,30.597849767358127,104.15950594270744
1699,锦江区牡丹街39号,7,1|1,2,37,2015,40.01,-1,0,0,0,12496.9,2019,10,19,50.0,30.59735730552731,104.16108897350763
1700,锦江区航天立交桥三环外红豆树街377号,7,2|1,2,41,2013,85.0,4,2,1,0,17647.1,2019,9,19,150.0,30.6131741297929,104.14597304206406
1701,锦江区三倒拐街52号,7,2|2,1,7,1998,88.98,3,5,1,1,16857.7,2019,8,29,150.0,30.66824422311639,104.0862677897674
1702,锦江区银木街679号,7,1|1,1,35,2017,34.23,4,0,0,1,14022.8,2019,10,23,48.0,30.601049568748532,104.15774182339777
1703,锦江区锦江大道388号,7,1|1,3,20,2017,50.72,5,4,0,0,13998.4,2019,3,22,71.0,30.608853538911386,104.15204666797302
1704,锦江区南三环娇子立交外侧,7,3|1,1,34,2018,85.58,3,2,1,0,20448.7,2019,7,17,175.0,30.6062195095327,104.13343511089168
1705,青羊区金阳路152号,8,4|2,3,13,2012,163.74,2,18,1,1,36643.5,2019,11,10,600.0,30.68562586874405,104.01205899975771
1706,青羊区青羊大道101号,8,3|2,3,9,2004,171.0,5,34,1,1,23391.8,2019,6,8,400.0,30.687092808661305,104.02007432200956
1707,青羊区贝森南路67号,8,3|2,2,18,2007,122.35,-1,13,1,1,22885.2,2019,11,21,280.0,30.67277172675973,104.00989453802126
1708,青羊区二环路西二段52号,8,1|1,2,7,1997,43.3,3,25,1,1,12702.1,2020,1,12,55.0,30.67757638463037,104.02831977845509
1709,青羊区北东街1号,8,2|1,1,14,2005,84.62,1,28,1,1,12999.3,2019,12,16,110.0,30.67767665614064,104.0840542329399
1710,青羊区上南大街2号,8,1|1,3,18,2002,58.23,4,14,1,1,19405.8,2019,12,10,113.0,30.658067380583734,104.07014078133673
1711,-1,8,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1712,青羊区人民中路三段1号,8,1|1,2,29,2008,52.54,1,27,1,0,14274.8,2019,3,7,75.0,30.671139335112038,104.07206411451835
1713,青羊区清源三路169号,8,3|2,3,20,2015,62.98,2,19,1,0,21435.4,2019,5,18,135.0,30.696974666940413,103.99368361438135
1714,青羊区同盛路50号,8,3|1,2,7,2001,95.92,4,11,1,1,14574.6,2019,12,25,139.8,30.686733390094897,104.0238881292556
1715,青羊区清江东路8号,8,2|1,1,18,2003,87.62,5,29,1,1,18032.4,2019,10,13,158.0,30.67414651945199,104.04366128519192
1716,青羊区清涟路27号,8,3|1,3,17,2014,53.78,3,26,1,1,21383.4,2019,11,18,115.0,30.690788296281585,103.99113288756377
1717,青羊区金凤路8号,8,4|2,1,6,2006,161.6,8,89,1,1,21658.4,2018,3,1,350.0,30.683324832955467,104.0140269293164
1718,青羊区包家巷115号,8,2|2,3,6,-1,75.35,4,28,1,1,26277.4,2019,12,3,198.0,30.66491528674305,104.05707372935456
1719,青羊区金鹏街271号,8,2|2,3,6,2000,73.75,8,3,1,0,16949.2,2019,7,6,125.0,30.684960554064077,104.00592238197146
1720,青羊区西大街88号,8,1|1,2,12,2004,58.97,4,4,1,0,19671.0,2019,12,19,116.0,30.68005059000949,104.0609435791864
1721,青羊区上同仁路50号,8,2|1,1,7,1990,52.0,4,61,1,1,17307.7,2018,6,25,90.0,30.678402870553278,104.05899411519579
1722,青羊区武青北路312号,8,2|2,2,18,2012,83.0,3,3,1,0,14698.8,2020,3,8,122.0,30.686577716511998,103.9840091712594
1723,青羊区双锦路51号,8,1|0,2,11,2005,43.02,3,19,1,1,13482.1,2019,12,19,58.0,30.67937078814508,104.02170277113636
1724,青羊区清溪南街5号,8,2|1,1,7,-1,70.12,6,15,1,1,11694.2,2019,10,19,82.0,30.68221185236508,104.02864081577655
1725,青羊区金福北路101号,8,3|2,3,11,2007,149.79,-1,12,1,0,25368.8,2019,5,30,380.0,30.6875745131892,103.99183110180952
1726,青羊区光华大道一段866号,8,2|1,3,21,2014,47.37,7,19,1,0,16888.3,2019,11,10,80.0,30.673690482004485,103.9924998255837
1727,青羊区光华东5路255号,8,3|2,3,18,2014,89.0,5,19,1,1,24157.3,2019,9,18,215.0,30.671317758191513,103.97002494575831
1728,青羊区金泽路1号,8,3|2,1,16,2007,112.95,2,43,1,1,23019.0,2018,9,9,260.0,30.690728621859183,104.01118683044656
1729,青羊区金河路59号,8,1|1,2,36,2012,78.76,2,4,1,1,33011.7,2019,5,30,260.0,30.666679453012556,104.06100050660321
1730,青羊区金鹏街109号,8,3|1,1,26,2009,89.32,3,21,1,1,27765.3,2019,12,11,248.0,30.68345066143895,104.00932857321098
1731,青羊区青羊大道65号,8,4|2,2,6,2004,167.96,-1,5,1,1,22029.1,2019,10,24,370.0,30.68317583453152,104.01559429277019
1732,青羊区双清南路4号,8,1|1,1,7,2000,50.92,5,7,1,1,12176.0,2019,11,19,62.0,30.67849705719348,104.02429770536472
1733,青羊区浣花北路6号,8,3|2,2,7,1998,102.25,4,21,1,1,23276.3,2019,11,13,238.0,30.672057005540942,104.04362328597055
1734,青羊区四威北路7号,8,2|1,3,6,2002,75.6,1,8,1,0,12566.1,2019,12,10,95.0,30.678822058936127,104.00033696893766
1735,青羊区蜀鑫东路88号,8,2|2,2,18,2012,79.62,6,50,1,0,18588.3,2019,7,28,148.0,30.688434738079533,103.9993164579461
1736,锦江区牡丹街39号,7,-1,3,37,2015,38.0,4,0,0,0,11842.1,2019,12,23,45.0,30.59735730552731,104.16108897350763
1737,锦江区莲花中路1号,7,1|1,2,7,2002,48.0,4,3,1,0,16250.0,2019,8,8,78.0,30.64261382919437,104.10582391868573
1738,锦江区大科甲巷23号,7,2|1,1,6,2001,97.97,3,14,1,1,20210.3,2019,5,31,198.0,30.660400881641323,104.08546681745605
1739,锦江区航天立交桥三环外红豆树街377号,7,2|2,3,27,2013,76.2,8,3,1,0,18110.2,2019,7,28,138.0,30.6131741297929,104.14597304206406
1740,锦江区锦江大道388号,7,1|0,2,22,2017,48.61,3,0,0,0,13371.7,2019,4,22,65.0,30.608853538911386,104.15204666797302
1741,锦江区静渝路48号,7,1|0,2,34,2012,35.93,3,1,0,1,9462.8,2019,8,3,34.0,30.623813222280518,104.1187394435962
1742,锦江区牡丹街595号,7,1|0,3,35,2011,41.0,8,0,0,0,7317.1,2019,12,14,30.0,30.60427339829133,104.14883024736574
1743,锦江区正科甲巷48号,7,1|1,3,19,2005,44.92,4,0,1,1,16696.3,2019,10,27,75.0,30.662121863533365,104.08592011589094
1744,锦江区牡丹街39号,7,1|1,3,37,2015,41.0,5,0,0,0,13122.0,2019,10,29,53.8,30.59735730552731,104.16108897350763
1745,锦江区天仙桥北路3号,7,1|0,2,16,2003,39.67,5,10,1,1,21174.7,2019,6,14,84.0,30.65692100479401,104.09251671640342
1746,锦江区银木街679号,7,1|0,1,35,2017,34.0,6,1,0,1,12500.0,2019,2,17,42.5,30.601049568748532,104.15774182339777
1747,锦江区牡丹街39号,7,1|0,2,37,2015,37.84,4,1,0,0,10306.6,2019,12,31,39.0,30.59735730552731,104.16108897350763
1748,锦江区镗钯街38号,7,1|1,2,50,2015,69.0,5,14,1,1,32608.7,2019,1,8,225.0,30.661904490317248,104.08956175659785
1749,锦江区银木街679号,7,2|2,2,35,2017,54.36,2,10,0,1,12141.3,2019,3,9,66.0,30.601049568748532,104.15774182339777
1750,锦江区冻青树街35号,7,2|1,2,6,1990,71.33,5,12,1,1,15140.9,2018,4,25,108.0,30.669789952704953,104.08553986316856
1751,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1752,锦江区锦江大道388号,7,2|1,1,22,2017,48.43,4,0,0,0,10943.6,2019,10,19,53.0,30.608853538911386,104.15204666797302
1753,锦江区牡丹街39号,7,1|1,2,37,2015,37.85,5,0,0,0,11836.2,2019,12,28,44.8,30.59735730552731,104.16108897350763
1754,锦江区牛沙北路171号,7,2|2,1,33,2009,86.26,6,25,1,1,25272.4,2019,3,24,218.0,30.633885904305068,104.1188088152392
1755,锦江区青和里南段33号,7,1|1,1,41,2014,46.18,3,11,0,1,16890.4,2018,6,21,78.0,30.648716070880337,104.09632387798528
1756,锦江区青和里南段33号,7,1|2,2,45,2014,88.62,5,1,0,0,15233.6,2020,1,7,135.0,30.648716070880337,104.09632387798528
1757,锦江区东大街芷东路49号,7,2|1,3,22,2007,90.25,1,2,1,0,25041.6,2019,9,6,226.0,30.655936231979364,104.08961712994609
1758,锦江区牡丹街39号,7,1|1,2,37,2015,36.0,4,0,0,0,15000.0,2019,10,24,54.0,30.59735730552731,104.16108897350763
1759,锦江区牡丹街39号,7,1|1,3,37,2015,40.0,-1,0,0,0,12500.0,2020,1,5,50.0,30.59735730552731,104.16108897350763
1760,锦江区牡丹街595号,7,1|1,1,35,2011,41.0,5,3,0,0,8536.6,2019,3,7,35.0,30.60427339829133,104.14883024736574
1761,锦江区茶花街与杨树街交汇,7,1|1,2,30,2020,74.0,4,0,0,0,16486.5,2019,11,25,122.0,30.597849767358127,104.15950594270744
1762,锦江区光明路69号,7,1|1,2,31,2009,46.61,1,4,1,0,21454.6,2018,11,28,100.0,30.65337928982729,104.1000280991455
1763,锦江区牡丹街39号,7,1|1,3,37,2015,40.1,6,1,0,0,14463.8,2019,9,9,58.0,30.59735730552731,104.16108897350763
1764,锦江区牡丹街39号,7,1|1,2,37,2015,36.0,6,0,0,0,10555.6,2019,12,27,38.0,30.59735730552731,104.16108897350763
1765,锦江区金沙江路与岷山路交汇处,7,4|2,3,32,-1,119.55,2,0,1,1,22417.4,2020,2,18,268.0,30.63214262686153,104.13078610675636
1766,锦江区牡丹街39号,7,1|0,1,37,2015,35.88,8,1,0,0,9197.3,2018,2,27,33.0,30.59735730552731,104.16108897350763
1767,锦江区镗钯街38号,7,1|1,3,50,2015,80.66,7,6,1,1,32234.1,2019,4,27,260.0,30.661904490317248,104.08956175659785
1768,锦江区牡丹街39号,7,1|1,2,37,2015,36.09,8,1,0,0,11357.7,2019,11,9,40.99,30.59735730552731,104.16108897350763
1769,锦江区静渝路48号,7,1|0,2,34,2012,36.0,4,11,0,1,9000.0,2018,8,15,32.4,30.623813222280518,104.1187394435962
1770,锦江区牡丹街39号,7,1|1,2,37,2015,37.84,4,3,0,0,10438.7,2019,4,10,39.5,30.59735730552731,104.16108897350763
1771,锦江区静渝路48号,7,1|0,3,34,2012,36.0,4,0,0,1,10555.6,2019,9,8,38.0,30.623813222280518,104.1187394435962
1772,锦江区正科甲巷48号,7,1|0,3,19,2005,40.16,3,4,1,1,17430.3,2019,7,23,70.0,30.662024927099786,104.085997729487
1773,锦江区牡丹街39号,7,1|1,2,37,2015,38.0,4,9,0,0,12052.6,2019,3,12,45.8,30.59735730552731,104.16108897350763
1774,锦江区东大街芷东路49号,7,3|2,3,22,2007,105.84,1,0,1,0,27966.7,2019,12,23,296.0,30.655936231979364,104.08961712994609
1775,锦江区牡丹街39号,7,1|0,2,37,2015,55.91,4,1,0,0,10373.8,2020,1,4,58.0,30.59735730552731,104.16108897350763
1776,锦江区牡丹街39号,7,1|0,2,37,2015,28.11,4,10,0,0,11028.1,2019,6,19,31.0,30.59735730552731,104.16108897350763
1777,锦江区青和里南段33号,7,1|0,2,41,2014,49.22,3,2,0,1,15237.7,2018,7,17,75.0,30.648716070880337,104.09632387798528
1778,锦江区静沙南路18号,7,3|1,2,34,2011,81.51,1,0,1,1,20242.9,2020,3,8,165.0,30.624747231131852,104.12303360803568
1779,锦江区顺江路305号,7,1|1,3,12,2004,45.11,4,3,1,0,19507.9,2019,7,23,88.0,30.640878076904322,104.10026737898762
1780,锦江区牛沙北路171号,7,1|1,2,19,2009,45.83,3,2,1,1,25747.3,2020,3,5,118.0,30.633885904305068,104.1188088152392
1781,锦江区牡丹街595号,7,1|0,1,35,2011,41.0,4,1,0,0,8780.5,2018,6,24,36.0,30.60427339829133,104.14883024736574
1782,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1783,锦江区牡丹街39号,7,1|1,2,37,2015,40.0,2,1,0,0,10500.0,2019,9,22,42.0,30.59735730552731,104.16108897350763
1784,锦江区牡丹街39号,7,1|0,1,37,2015,41.0,2,0,0,0,10731.7,2020,1,4,44.0,30.59735730552731,104.16108897350763
1785,锦江区青和里南段33号,7,1|1,1,45,-1,49.25,3,3,0,1,14822.3,2019,7,11,73.0,30.648716070880337,104.09632387798528
1786,锦江区牡丹街39号,7,1|1,2,37,2015,28.4,5,1,0,0,14788.7,2019,1,22,42.0,30.59735730552731,104.16108897350763
1787,锦江区牡丹街595号,7,1|1,3,35,2011,41.14,4,1,0,0,8118.6,2019,5,29,33.4,30.60427339829133,104.14883024736574
1788,锦江区牡丹街39号,7,1|1,2,37,2015,38.0,4,3,0,0,10000.0,2019,7,3,38.0,30.59735730552731,104.16108897350763
1789,锦江区牡丹街595号,7,1|0,1,35,2011,40.68,4,1,0,0,10177.0,2018,4,8,41.4,30.60427339829133,104.14883024736574
1790,锦江区牡丹街39号,7,1|1,3,37,2015,29.0,4,1,0,0,11034.5,2019,12,28,32.0,30.59735730552731,104.16108897350763
1791,锦江区牡丹街595号,7,1|0,1,35,2011,41.0,4,1,0,0,8902.4,2019,6,4,36.5,30.60427339829133,104.14883024736574
1792,锦江区正科甲巷48号,7,1|0,2,19,2005,44.92,4,2,1,1,16028.5,2019,10,17,72.0,30.662121863533365,104.08592011589094
1793,锦江区正科甲巷17号,7,1|0,3,17,2005,52.12,4,3,0,1,15541.1,2019,6,2,81.0,30.66297360648274,104.08591621544842
1794,锦江区海椒市街15号,7,2|1,3,7,2001,69.54,4,7,1,0,12942.2,2019,9,17,90.0,30.64176907165897,104.10823879745598
1795,锦江区锦江大道388号,7,1|1,1,22,2017,54.63,4,0,0,0,10983.0,2019,10,19,60.0,30.608853538911386,104.15204666797302
1796,锦江区水碾河南三街39号,7,1|1,3,4,1996,47.39,5,2,1,0,14771.0,2019,7,23,70.0,30.65204034250165,104.10473478972948
1797,锦江区牛沙北路171号,7,2|1,2,33,2009,87.62,6,11,1,1,26249.7,2019,5,9,230.0,30.633885904305068,104.1188088152392
1798,青羊区武青北路312号,8,2|2,1,18,2012,83.0,7,26,1,1,12409.6,2019,7,21,103.0,30.686577716511998,103.9840091712594
1799,青羊区金福南路55号,8,2|1,2,23,2008,75.89,2,26,1,0,13572.3,2019,10,14,103.0,30.681898676202326,103.99427026716755
1800,青羊区月华路23号,8,4|1,1,25,2010,147.16,4,27,1,0,15629.2,2019,8,31,230.0,30.66908247851714,103.99019696371391
1801,青羊区金鹏街388号,8,2|2,1,21,2014,89.35,4,14,1,0,25629.5,2019,9,28,229.0,30.68647921252067,104.00375318885989
1802,青羊区光华村街40号,8,1|0,2,15,2007,42.09,5,33,1,1,9028.3,2019,7,5,38.0,30.668397459421982,104.02229105434704
1803,青羊区大庆路97号,8,3|1,3,7,1999,85.36,4,14,1,1,12886.6,2019,8,26,110.0,30.676768504508857,104.0380346740708
1804,青羊区蜀辉路588号,8,2|2,2,30,2012,92.24,4,34,1,1,26886.4,2019,6,9,248.0,30.696899097904343,104.01309718311356
1805,青羊区锦里西路78号,8,4|2,2,31,2009,141.0,8,20,1,1,29787.2,2019,7,10,420.0,30.6614337461508,104.05323866460691
1806,青羊区文庙后街30号,8,3|1,3,6,1990,94.24,5,74,1,1,15386.2,2019,4,7,145.0,30.658936028608142,104.0665618216934
1807,青羊区滨河路104号,8,2|2,2,18,2007,92.62,6,33,1,0,16735.0,2018,12,16,155.0,30.660020141281052,104.03653204251205
1808,青羊区清江中路14号,8,2|1,3,25,2010,64.88,7,55,1,1,15258.9,2019,7,19,99.0,30.678503890186025,104.02007207624578
1809,青羊区小南街109号,8,3|1,1,33,2010,87.36,8,25,1,1,29990.8,2019,10,24,262.0,30.662188496596094,104.05905440317349
1810,青羊区太升南路288号,8,1|1,2,29,2009,92.64,3,38,1,1,10038.9,2019,8,7,93.0,30.672949515559754,104.08513679348627
1811,青羊区群康路49号,8,3|1,3,6,1997,99.0,5,8,1,1,14646.5,2019,5,5,145.0,30.67317154151237,104.025590729909
1812,青羊区金祥路58号,8,2|2,3,24,2012,87.29,7,27,1,1,24630.5,2019,10,18,215.0,30.68233327086188,104.00265157884688
1813,青羊区草堂东路1号,8,2|2,1,7,1998,92.94,5,30,1,1,29051.0,2019,4,7,270.0,30.663119801399635,104.04323443466781
1814,青羊区东坡北二路687号,8,3|1,3,27,2010,112.14,1,19,1,0,27644.0,2019,10,10,310.0,30.67320848512859,103.99795085390984
1815,青羊区北东街1号,8,2|1,2,14,2005,84.62,2,245,1,1,13590.2,2018,11,12,115.0,30.67767665614064,104.0840542329399
1816,青羊区培风路80号,8,2|2,3,6,2000,75.22,1,20,1,0,11964.9,2018,11,15,90.0,30.669126264830226,103.98424786630459
1817,青羊区青龙街18号,8,1|0,3,20,2006,41.84,-1,4,1,1,20554.5,2020,2,23,86.0,30.675731586144266,104.07059288682191
1818,青羊区青羊大道99号,8,3|2,2,11,2007,147.58,5,34,1,1,27103.9,2019,6,13,400.0,30.687092808661305,104.02007432200956
1819,-1,8,1|1,1,6,-1,57.6,-1,9,1,1,20833.3,2019,12,29,120.0,-1.0,-1.0
1820,青羊区泡桐树街16号,8,2|1,2,7,1999,72.93,2,13,1,1,42506.5,2019,12,7,310.0,30.672016423363672,104.0597446665172
1821,青羊区群宁街3号,8,1|1,3,6,1997,46.52,3,79,1,1,9888.2,2018,7,27,46.0,30.671329289731787,104.02679742010734
1822,青羊区清江中路10号,8,2|2,2,18,2009,76.02,3,41,1,1,17495.4,2019,10,19,133.0,30.677513735479327,104.02250058320894
1823,-1,8,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1824,青羊区罗家碾街31号,8,2|1,3,7,1996,62.0,-1,8,1,1,11612.9,2019,9,20,72.0,30.678600157137858,104.03240010665779
1825,青羊区家园南街7号,8,3|2,3,6,2003,125.75,1,36,1,1,11371.8,2019,4,20,143.0,30.66608490415207,104.02238199879689
1826,青羊区成飞大道南段199号,8,2|2,1,19,2012,91.49,1,11,1,1,21751.0,2019,7,31,199.0,30.68266958235012,103.96655109774099
1827,青羊区草堂北支路4号,8,2|1,1,6,2003,87.4,7,20,1,1,15446.2,2019,11,12,135.0,30.672038241032627,104.03417055902132
1828,青羊区东二道街52号,8,2|1,3,6,-1,69.19,5,8,1,1,16910.0,2020,1,3,117.0,30.68003780700681,104.0674454749422
1829,青羊区大安西路58号,8,3|1,1,18,2005,137.78,1,61,1,1,16693.3,2018,8,12,230.0,30.6830515266536,104.07983409606085
1830,青羊区石人南路8号,8,3|1,2,7,1997,73.42,4,344,1,1,11577.2,2019,4,8,85.0,30.677476674646392,104.03586982696129
1831,青羊区清江东路65号,8,2|1,3,7,1999,76.76,-1,56,1,1,11594.6,2019,9,21,89.0,30.67423084610917,104.02976772207272
1832,青羊区武青北路312号,8,2|2,1,18,2012,83.0,7,11,1,1,12771.1,2019,8,23,106.0,30.686577716511998,103.9840091712594
1833,青羊区四威南路1号,8,3|2,1,9,2000,128.24,1,24,1,0,15985.7,2019,6,22,205.0,30.674109409248015,104.00044861483795
1834,青羊区蜀辉路318号,8,4|2,3,31,2012,157.7,4,5,1,1,32213.1,2019,11,2,508.0,30.69502418331421,104.01133943009506
1835,青羊区成飞大道南段199号,8,2|2,1,19,2012,83.31,5,31,1,1,22806.4,2019,2,27,190.0,30.68266958235012,103.96655109774099
1836,青羊区长发街99号,8,4|2,1,18,2002,209.0,5,82,1,1,17942.6,2019,4,28,375.0,30.673412554207893,104.06305589788126
1837,青羊区清江东路360号,8,2|1,3,6,1990,77.25,5,22,1,1,12686.1,2019,3,12,98.0,30.67724844586412,104.03048345327593
1838,青羊区文庙西街101号,8,2|1,3,29,2014,74.22,4,19,1,1,26408.0,2019,12,28,196.0,30.660038854326547,104.05995424748079
1839,青羊区青羊大道288号,8,6|3,3,6,2003,168.76,5,26,1,1,15702.8,2019,8,8,265.0,30.68002016426914,104.0167359447513
1840,青羊区文武路152号,8,3|1,3,6,1990,83.5,5,4,1,1,13173.7,2020,3,6,110.0,30.677658858369504,104.07543553055496
1841,青羊区浣花北路1号,8,1|1,2,5,1999,46.4,5,19,1,1,17241.4,2019,4,18,80.0,30.67299637613578,104.04347249640765
1842,青羊区中坝街29号,8,2|2,2,18,2010,88.4,5,7,1,0,15271.5,2019,8,3,135.0,30.677205902930748,103.9849207851655
1843,青羊区金鹏街175号,8,3|2,3,6,2000,112.0,5,22,1,1,14732.1,2018,9,9,165.0,30.68426241127434,104.0074463680488
1844,-1,8,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
1845,青羊区光华东5路255号,8,4|2,2,21,2014,120.12,5,10,1,0,27472.5,2019,6,5,330.0,30.67131888416689,103.9711978336186
1846,青羊区瑞联路66号,8,3|1,1,31,2008,149.64,4,30,1,0,25394.3,2019,12,7,380.0,30.671754441508785,104.00814572314259
1847,青羊区同辉南路256号,8,3|1,2,21,2010,86.81,5,18,1,1,17279.1,2019,9,9,150.0,30.675694622537197,103.97457491796295
1848,青羊区清水滨河路131号,8,3|2,1,25,2012,87.67,6,18,1,0,20531.5,2019,4,5,180.0,30.660020141281052,104.03653204251205
1849,青羊区四威南路9号,8,2|1,1,29,2014,66.0,1,27,1,0,31818.2,2019,11,21,210.0,30.675154846984267,103.99957240854181
1850,青羊区三环路西四段内侧内金沙金鹏街398号,8,3|1,1,32,2017,119.41,3,11,1,1,27552.1,2019,10,14,329.0,30.684326043543745,104.00727212103412
1851,青羊区草堂北路22号,8,2|1,3,6,2002,61.4,5,55,1,1,17263.8,2019,9,8,106.0,30.6739752741466,104.03609356881296
1852,青羊区罗家碾街158号,8,2|2,3,7,2000,76.0,3,28,1,1,15789.5,2019,4,26,120.0,30.679981591000892,104.02966948248384
1853,青羊区锦屏路97号,8,3|2,1,7,2001,115.0,5,93,1,1,13913.0,2018,8,17,160.0,30.685110621946286,104.02206227210314
1854,青羊区光华东三路401号,8,1|1,1,22,2014,36.27,3,15,1,1,22056.8,2019,6,16,80.0,30.67743950338292,103.97205694336424
